year,stage,date,team1_code,team2_code,score1,score2,attendance,referee,referee_nation,stadium,source_page
1998,semi-final,1998-07-07,BRA,NED,1,1,54000,Ali Bujsaim,United Arab Emirates,"Stade Vélodrome, Marseille",1998 FIFA World Cup knockout stage
1998,semi-final,1998-07-08,FRA,CRO,2,1,76000,José María García-Aranda,Spain,"Stade de France, Saint-Denis",1998 FIFA World Cup knockout stage
1998,third-place,1998-07-11,NED,CRO,1,2,45500,Epifanio González,Paraguay,"Parc des Princes, Paris",1998 FIFA World Cup knockout stage
1998,final,1998-07-12,BRA,FRA,0,3,80000,Said Belqola,Morocco,"Stade de France, Saint-Denis",1998 FIFA World Cup final
2002,group,2002-05-31,FRA,SEN,0,1,62561,Ali Bujsaim,United Arab Emirates,"Seoul World Cup Stadium, Seoul",2002 FIFA World Cup Group A
2002,group,2002-06-01,GER,KSA,8,0,32218,Ubaldo Aquino,Paraguay,"Sapporo Dome, Sapporo",2002 FIFA World Cup Group E
2002,group,2002-06-01,IRL,CMR,1,1,33679,Toru Kamikawa,Japan,"Niigata Stadium, Niigata",2002 FIFA World Cup Group E
2002,group,2002-06-01,URU,DEN,1,2,30157,Saad Mane,Kuwait,"Munsu Cup Stadium, Ulsan",2002 FIFA World Cup Group A
2002,group,2002-06-02,ARG,NGA,1,0,34050,Gilles Veissière,France,"Kashima Soccer Stadium, Ibaraki",2002 FIFA World Cup Group F
2002,group,2002-06-02,ENG,SWE,1,1,52721,Carlos Simon,Brazil,"Saitama Stadium, Saitama",2002 FIFA World Cup Group F
2002,group,2002-06-02,ESP,SVN,3,1,28598,Mohamed Guezzaz,Morocco,"Gwangju World Cup Stadium, Gwangju",2002 FIFA World Cup Group B
2002,group,2002-06-02,PAR,RSA,2,2,25186,Ľuboš Micheľ,Slovakia,"Busan Asiad Main Stadium, Busan",2002 FIFA World Cup Group B
2002,group,2002-06-03,BRA,TUR,2,1,33842,Kim Young-joo,South Korea,"Munsu Football Stadium, Ulsan",2002 FIFA World Cup Group C
2002,group,2002-06-03,CRO,MEX,0,1,32239,Lu Jun,China,"Niigata Big Swan Stadium, Niigata",2002 FIFA World Cup Group G
2002,group,2002-06-03,ITA,ECU,2,0,31081,Brian Hall,United States,"Sapporo Dome, Sapporo",2002 FIFA World Cup Group G
2002,group,2002-06-04,CHN,CRC,0,2,27217,Kyros Vassaras,Greece,"Gwangju World Cup Stadium, Gwangju",2002 FIFA World Cup Group C
2002,group,2002-06-04,JPN,BEL,2,2,55256,William Mattus,Costa Rica,"Saitama Stadium, Saitama",2002 FIFA World Cup Group H
2002,group,2002-06-04,KOR,POL,2,0,48760,Óscar Ruiz,Colombia,"Busan Asiad Main Stadium, Busan",2002 FIFA World Cup Group D
2002,group,2002-06-05,GER,IRL,1,1,35854,Kim Milton Nielsen,Denmark,"Kashima Soccer Stadium, Ibaraki",2002 FIFA World Cup Group E
2002,group,2002-06-05,RUS,TUN,2,0,30957,Peter Prendergast,Jamaica,"Kobe Wing Stadium, Kobe",2002 FIFA World Cup Group H
2002,group,2002-06-05,USA,POR,3,2,37306,Byron Moreno,Ecuador,"Suwon World Cup Stadium, Suwon",2002 FIFA World Cup Group D
2002,group,2002-06-06,CMR,KSA,1,0,52328,Terje Hauge,Norway,"Saitama Stadium, Saitama",2002 FIFA World Cup Group E
2002,group,2002-06-06,DEN,SEN,1,1,43500,Carlos Batres,Guatemala,"Daegu World Cup Stadium, Daegu",2002 FIFA World Cup Group A
2002,group,2002-06-06,FRA,URU,0,0,38289,Felipe Ramos,Mexico,"Busan Asiad Main Stadium, Busan",2002 FIFA World Cup Group A
2002,group,2002-06-07,ARG,ENG,0,1,35927,Pierluigi Collina,Italy,"Sapporo Dome, Sapporo",2002 FIFA World Cup Group F
2002,group,2002-06-07,ESP,PAR,3,1,24000,Gamal Al-Ghandour,Egypt,"Jeonju World Cup Stadium, Jeonju",2002 FIFA World Cup Group B
2002,group,2002-06-07,SWE,NGA,2,1,36194,René Ortubé,Bolivia,"Wing Stadium, Kobe",2002 FIFA World Cup Group F
2002,group,2002-06-08,BRA,CHN,4,0,36750,Anders Frisk,Sweden,"Jeju World Cup Stadium, Seogwipo",2002 FIFA World Cup Group C
2002,group,2002-06-08,ITA,CRO,1,2,36472,Graham Poll,England,"Kashima Soccer Stadium, Ibaraki",2002 FIFA World Cup Group G
2002,group,2002-06-08,RSA,SVN,1,0,47226,Ángel Sánchez,Argentina,"Daegu World Cup Stadium, Daegu",2002 FIFA World Cup Group B
2002,group,2002-06-09,CRC,TUR,1,1,42299,Coffi Codjia,Benin,"Incheon World Cup Stadium, Incheon",2002 FIFA World Cup Group C
2002,group,2002-06-09,JPN,RUS,1,0,66108,Markus Merk,Germany,"International Stadium Yokohama, Yokohama",2002 FIFA World Cup Group H
2002,group,2002-06-09,MEX,ECU,2,1,45610,Mourad Daami,Tunisia,"Miyagi Stadium, Miyagi",2002 FIFA World Cup Group G
2002,group,2002-06-10,KOR,USA,1,1,60778,Urs Meier,Switzerland,"Daegu World Cup Stadium, Daegu",2002 FIFA World Cup Group D
2002,group,2002-06-10,POR,POL,4,0,31000,Hugh Dallas,Scotland,"Jeonju World Cup Stadium, Jeonju",2002 FIFA World Cup Group D
2002,group,2002-06-10,TUN,BEL,1,1,39700,Mark Shield,Australia,"Ōita Big Eye Stadium, Ōita",2002 FIFA World Cup Group H
2002,group,2002-06-11,CMR,GER,0,2,47085,Antonio López Nieto,Spain,"Ecopa Stadium, Shizuoka",2002 FIFA World Cup Group E
2002,group,2002-06-11,DEN,FRA,2,0,48100,Vítor Melo Pereira,Portugal,"Incheon World Cup Stadium, Incheon",2002 FIFA World Cup Group A
2002,group,2002-06-11,KSA,IRL,0,3,65320,Falla N'Doye,Senegal,"International Stadium Yokohama, Yokohama",2002 FIFA World Cup Group E
2002,group,2002-06-11,SEN,URU,3,3,33681,Jan Wegereef,Netherlands,"Suwon World Cup Stadium, Suwon",2002 FIFA World Cup Group A
2002,group,2002-06-12,NGA,ENG,0,0,44864,Brian Hall,United States,"Nagai Stadium, Osaka",2002 FIFA World Cup Group F
2002,group,2002-06-12,RSA,ESP,2,3,31024,Saad Mane,Kuwait,"Daejeon World Cup Stadium, Daejeon",2002 FIFA World Cup Group B
2002,group,2002-06-12,SVN,PAR,1,3,30176,Felipe Ramos,Mexico,"Jeju World Cup Stadium, Seogwipo",2002 FIFA World Cup Group B
2002,group,2002-06-12,SWE,ARG,1,1,45777,Ali Bujsaim,United Arab Emirates,"Miyagi Stadium, Miyagi",2002 FIFA World Cup Group F
2002,group,2002-06-13,CRC,BRA,2,5,38524,Gamal Al-Ghandour,Egypt,"Suwon World Cup Stadium, Suwon",2002 FIFA World Cup Group C
2002,group,2002-06-13,ECU,CRO,1,0,65862,William Mattus,Costa Rica,"International Stadium Yokohama, Yokohama",2002 FIFA World Cup Group G
2002,group,2002-06-13,MEX,ITA,1,1,39291,Carlos Simon,Brazil,"Ōita Big Eye Stadium, Ōita",2002 FIFA World Cup Group G
2002,group,2002-06-13,TUR,CHN,3,0,43605,Óscar Ruiz,Colombia,"Seoul World Cup Stadium, Seoul",2002 FIFA World Cup Group C
2002,group,2002-06-14,BEL,RUS,3,2,46640,Kim Milton Nielsen,Denmark,"Shizuoka Ecopa Stadium, Fukuroi, Shizuoka",2002 FIFA World Cup Group H
2002,group,2002-06-14,POL,USA,3,1,26482,Lu Jun,China,"Daejeon World Cup Stadium, Daejeon",2002 FIFA World Cup Group D
2002,group,2002-06-14,POR,KOR,0,1,50239,Ángel Sánchez,Argentina,"Incheon World Cup Stadium, Incheon",2002 FIFA World Cup Group D
2002,group,2002-06-14,TUN,JPN,0,2,45213,Gilles Veissière,France,"Nagai Stadium, Osaka",2002 FIFA World Cup Group H
2002,round-of-16,2002-06-15,DEN,ENG,0,3,40582,Markus Merk,Germany,"Big Swan Stadium, Niigata",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-15,GER,PAR,1,0,25176,Carlos Alberto Batres,Guatemala,"Jeju World Cup Stadium, Seogwipo",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-16,ESP,IRL,1,1,38926,Anders Frisk,Sweden,"Suwon World Cup Stadium, Suwon",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-16,SWE,SEN,1,2,39747,Ubaldo Aquino,Paraguay,"Big Eye Stadium, Ōita",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-17,BRA,BEL,2,0,40440,Peter Prendergast,Jamaica,"Kobe Wing Stadium, Kobe",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-17,MEX,USA,0,2,36380,Vítor Melo Pereira,Portugal,"Jeonju World Cup Stadium, Jeonju",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-18,JPN,TUR,0,1,45666,Pierluigi Collina,Italy,"Miyagi Stadium, Rifu",2002 FIFA World Cup knockout stage
2002,round-of-16,2002-06-18,KOR,ITA,2,1,38588,Byron Moreno,Ecuador,"Daejeon World Cup Stadium, Daejeon",2002 FIFA World Cup knockout stage
2002,quarter-final,2002-06-21,ENG,BRA,1,2,47436,Felipe Ramos,Mexico,"Stadium Ecopa, Fukuroi",2002 FIFA World Cup knockout stage
2002,quarter-final,2002-06-21,GER,USA,1,0,37337,Hugh Dallas,Scotland,"Munsu Cup Stadium, Ulsan",2002 FIFA World Cup knockout stage
2002,quarter-final,2002-06-22,ESP,KOR,0,0,42114,Gamal Al-Ghandour,Egypt,"Gwangju World Cup Stadium, Gwangju",2002 FIFA World Cup knockout stage
2002,quarter-final,2002-06-22,SEN,TUR,0,1,44233,Óscar Ruiz,Colombia,"Nagai Stadium, Osaka",2002 FIFA World Cup knockout stage
2002,semi-final,2002-06-25,GER,KOR,1,0,65256,Urs Meier,Switzerland,"Seoul World Cup Stadium, Seoul",2002 FIFA World Cup knockout stage
2002,semi-final,2002-06-26,BRA,TUR,1,0,61058,Kim Milton Nielsen,Denmark,"Saitama Stadium, Saitama",2002 FIFA World Cup knockout stage
2002,third-place,2002-06-29,KOR,TUR,2,3,63483,Saad Mane,Kuwait,"Daegu World Cup Stadium, Daegu",2002 FIFA World Cup knockout stage
2002,final,2002-06-30,GER,BRA,0,2,69029,Pierluigi Collina,Italy,"International Stadium, Yokohama",2002 FIFA World Cup final
2006,group,2006-06-09,GER,CRC,4,2,66000,Horacio Elizondo,Argentina,"Allianz Arena, Munich",2006 FIFA World Cup Group A
2006,group,2006-06-09,POL,ECU,0,2,52000,Toru Kamikawa,Japan,"Arena AufSchalke, Gelsenkirchen",2006 FIFA World Cup Group A
2006,group,2006-06-10,ARG,CIV,2,1,49480,Frank De Bleeckere,Belgium,"Volksparkstadion, Hamburg",2006 FIFA World Cup Group C
2006,group,2006-06-10,ENG,PAR,1,0,48000,Marco Rodríguez,Mexico,"Waldstadion, Frankfurt",2006 FIFA World Cup Group B
2006,group,2006-06-10,TRI,SWE,0,0,62959,Shamsul Maidin,Singapore,"Westfalenstadion, Dortmund",2006 FIFA World Cup Group B
2006,group,2006-06-11,ANG,POR,0,1,45000,Jorge Larrionda,Uruguay,"RheinEnergieStadion, Cologne",2006 FIFA World Cup Group D
2006,group,2006-06-11,MEX,IRN,3,1,41000,Roberto Rosetti,Italy,"Frankenstadion, Nuremberg",2006 FIFA World Cup Group D
2006,group,2006-06-11,SCG,NED,0,1,43000,Markus Merk,Germany,"Zentralstadion, Leipzig",2006 FIFA World Cup Group C
2006,group,2006-06-12,AUS,JPN,3,1,46000,Essam Abd El Fatah,Egypt,"Fritz-Walter-Stadion, Kaiserslautern",2006 FIFA World Cup Group F
2006,group,2006-06-12,ITA,GHA,2,0,43000,Carlos Simon,Brazil,"Niedersachsenstadion, Hanover",2006 FIFA World Cup Group E
2006,group,2006-06-12,USA,CZE,0,3,52000,Carlos Amarilla,Paraguay,"Arena AufSchalke, Gelsenkirchen",2006 FIFA World Cup Group E
2006,group,2006-06-13,BRA,CRO,1,0,72000,Benito Archundia,Mexico,"Olympiastadion, Berlin",2006 FIFA World Cup Group F
2006,group,2006-06-13,FRA,SUI,0,0,52000,Valentin Ivanov,Russia,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup Group G
2006,group,2006-06-13,KOR,TOG,2,1,48000,Graham Poll,England,"Waldstadion, Frankfurt",2006 FIFA World Cup Group G
2006,group,2006-06-14,ESP,UKR,4,0,43000,Massimo Busacca,Switzerland,"Zentralstadion, Leipzig",2006 FIFA World Cup Group H
2006,group,2006-06-14,GER,POL,1,0,65000,Luis Medina Cantalejo,Spain,"Westfalenstadion, Dortmund",2006 FIFA World Cup Group A
2006,group,2006-06-14,TUN,KSA,2,2,66000,Mark Shield,Australia,"Allianz Arena, Munich",2006 FIFA World Cup Group H
2006,group,2006-06-15,ECU,CRC,3,0,50000,Coffi Codjia,Benin,"Volksparkstadion, Hamburg",2006 FIFA World Cup Group A
2006,group,2006-06-15,ENG,TRI,2,0,41000,Toru Kamikawa,Japan,"Frankenstadion, Nuremberg",2006 FIFA World Cup Group B
2006,group,2006-06-15,SWE,PAR,1,0,72000,Ľuboš Micheľ,Slovakia,"Olympiastadion, Berlin",2006 FIFA World Cup Group B
2006,group,2006-06-16,ARG,SCG,6,0,52000,Roberto Rosetti,Italy,"Arena AufSchalke, Gelsenkirchen",2006 FIFA World Cup Group C
2006,group,2006-06-16,MEX,ANG,0,0,43000,Shamsul Maidin,Singapore,"Niedersachsenstadion, Hanover",2006 FIFA World Cup Group D
2006,group,2006-06-16,NED,CIV,2,1,52000,Óscar Ruiz,Colombia,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup Group C
2006,group,2006-06-17,CZE,GHA,0,2,45000,Horacio Elizondo,Argentina,"RheinEnergieStadion, Cologne",2006 FIFA World Cup Group E
2006,group,2006-06-17,ITA,USA,1,1,46000,Jorge Larrionda,Uruguay,"Fritz-Walter-Stadion, Kaiserslautern",2006 FIFA World Cup Group E
2006,group,2006-06-17,POR,IRN,2,0,48000,Éric Poulat,France,"Waldstadion, Frankfurt",2006 FIFA World Cup Group D
2006,group,2006-06-18,BRA,AUS,2,0,66000,Markus Merk,Germany,"Allianz Arena, Munich",2006 FIFA World Cup Group F
2006,group,2006-06-18,FRA,KOR,1,1,43000,Benito Archundia,Mexico,"Zentralstadion, Leipzig",2006 FIFA World Cup Group G
2006,group,2006-06-18,JPN,CRO,0,0,41000,Frank De Bleeckere,Belgium,"Frankenstadion, Nuremberg",2006 FIFA World Cup Group F
2006,group,2006-06-19,ESP,TUN,3,1,52000,Carlos Simon,Brazil,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup Group H
2006,group,2006-06-19,KSA,UKR,0,4,50000,Graham Poll,England,"Volksparkstadion, Hamburg",2006 FIFA World Cup Group H
2006,group,2006-06-19,TOG,SUI,0,2,65000,Carlos Amarilla,Paraguay,"Westfalenstadion, Dortmund",2006 FIFA World Cup Group G
2006,group,2006-06-20,CRC,POL,1,2,43000,Shamsul Maidin,Singapore,"Niedersachsenstadion, Hanover",2006 FIFA World Cup Group A
2006,group,2006-06-20,ECU,GER,0,3,72000,Valentin Ivanov,Russia,"Olympiastadion, Berlin",2006 FIFA World Cup Group A
2006,group,2006-06-20,PAR,TRI,2,0,46000,Roberto Rosetti,Italy,"Fritz-Walter-Stadion, Kaiserslautern",2006 FIFA World Cup Group B
2006,group,2006-06-20,SWE,ENG,2,2,45000,Massimo Busacca,Switzerland,"RheinEnergieStadion, Cologne",2006 FIFA World Cup Group B
2006,group,2006-06-21,CIV,SCG,3,2,66000,Marco Rodríguez,Mexico,"Allianz Arena, Munich",2006 FIFA World Cup Group C
2006,group,2006-06-21,IRN,ANG,1,1,38000,Mark Shield,Australia,"Zentralstadion, Leipzig",2006 FIFA World Cup Group D
2006,group,2006-06-21,NED,ARG,0,0,48000,Luis Medina Cantalejo,Spain,"Waldstadion, Frankfurt",2006 FIFA World Cup Group C
2006,group,2006-06-21,POR,MEX,2,1,52000,Ľuboš Micheľ,Slovakia,"Arena AufSchalke, Gelsenkirchen",2006 FIFA World Cup Group D
2006,group,2006-06-22,CRO,AUS,2,2,52000,Graham Poll,England,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup Group F
2006,group,2006-06-22,CZE,ITA,0,2,50000,Benito Archundia,Mexico,"Volksparkstadion, Hamburg",2006 FIFA World Cup Group E
2006,group,2006-06-22,GHA,USA,2,1,41000,Markus Merk,Germany,"Frankenstadion, Nuremberg",2006 FIFA World Cup Group E
2006,group,2006-06-22,JPN,BRA,1,4,65000,Éric Poulat,France,"Westfalenstadion, Dortmund",2006 FIFA World Cup Group F
2006,group,2006-06-23,KSA,ESP,0,1,46000,Coffi Codjia,Benin,"Fritz-Walter-Stadion, Kaiserslautern",2006 FIFA World Cup Group H
2006,group,2006-06-23,SUI,KOR,2,0,43000,Horacio Elizondo,Argentina,"Niedersachsenstadion, Hanover",2006 FIFA World Cup Group G
2006,group,2006-06-23,TOG,FRA,0,2,45000,Jorge Larrionda,Uruguay,"RheinEnergieStadion, Cologne",2006 FIFA World Cup Group G
2006,group,2006-06-23,UKR,TUN,1,0,72000,Carlos Amarilla,Paraguay,"Olympiastadion, Berlin",2006 FIFA World Cup Group H
2006,round-of-16,2006-06-24,ARG,MEX,2,1,43000,Massimo Busacca,Switzerland,"Zentralstadion, Leipzig",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-24,GER,SWE,2,0,66000,Carlos Eugênio Simon,Brazil,"Allianz Arena, Munich",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-25,ENG,ECU,1,0,52000,Frank De Bleeckere,Belgium,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-25,POR,NED,1,0,41000,Valentin Ivanov,Russia,"Frankenstadion, Nuremberg",Battle of Nuremberg (2006 FIFA World Cup)
2006,round-of-16,2006-06-26,ITA,AUS,1,0,46000,Luis Medina Cantalejo,Spain,"Fritz-Walter-Stadion, Kaiserslautern",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-26,SUI,UKR,0,0,45000,Benito Archundia,Mexico,"RheinEnergieStadion, Cologne",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-27,BRA,GHA,3,0,65000,Ľuboš Micheľ,Slovakia,"Westfalenstadion, Dortmund",2006 FIFA World Cup knockout stage
2006,round-of-16,2006-06-27,ESP,FRA,1,3,43000,Roberto Rosetti,Italy,"Niedersachsenstadion, Hanover",2006 FIFA World Cup knockout stage
2006,quarter-final,2006-06-30,GER,ARG,1,1,72000,Ľuboš Micheľ,Slovakia,"Olympiastadion, Berlin",2006 FIFA World Cup knockout stage
2006,quarter-final,2006-06-30,ITA,UKR,3,0,50000,Frank De Bleeckere,Belgium,"Volksparkstadion, Hamburg",2006 FIFA World Cup knockout stage
2006,quarter-final,2006-07-01,BRA,FRA,0,1,48000,Luis Medina Cantalejo,Spain,"Waldstadion, Frankfurt",2006 FIFA World Cup knockout stage
2006,quarter-final,2006-07-01,ENG,POR,0,0,52000,Horacio Elizondo,Argentina,"Arena AufSchalke, Gelsenkirchen",2006 FIFA World Cup knockout stage
2006,semi-final,2006-07-04,GER,ITA,0,2,65000,Benito Archundia,Mexico,"Westfalenstadion, Dortmund",2006 FIFA World Cup knockout stage
2006,semi-final,2006-07-05,POR,FRA,0,1,66000,Jorge Larrionda,Uruguay,"Allianz Arena, Munich",2006 FIFA World Cup knockout stage
2006,third-place,2006-07-08,GER,POR,3,1,52000,Toru Kamikawa,Japan,"Gottlieb-Daimler-Stadion, Stuttgart",2006 FIFA World Cup knockout stage
2006,final,2006-07-09,ITA,FRA,1,1,69000,Horacio Elizondo,Argentina,"Olympiastadion, Berlin",2006 FIFA World Cup final
2010,group,2010-06-11,RSA,MEX,1,1,84490,Ravshan Irmatov,Uzbekistan,"Soccer City, Johannesburg",2010 FIFA World Cup Group A
2010,group,2010-06-11,URU,FRA,0,0,64100,Yuichi Nishimura,Japan,"Cape Town Stadium, Cape Town",2010 FIFA World Cup Group A
2010,group,2010-06-12,ARG,NGA,1,0,55686,Wolfgang Stark,Germany,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup Group B
2010,group,2010-06-12,ENG,USA,1,1,38646,Carlos Simon,Brazil,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup Group C
2010,group,2010-06-12,KOR,GRE,2,0,31513,Michael Hester,New Zealand,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup Group B
2010,group,2010-06-13,ALG,SVN,0,1,30325,Carlos Batres,Guatemala,"Peter Mokaba Stadium, Polokwane",2010 FIFA World Cup Group C
2010,group,2010-06-13,GER,AUS,4,0,62660,Marco Rodríguez,Mexico,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup Group D
2010,group,2010-06-13,SRB,GHA,0,1,38833,Héctor Baldassi,Argentina,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup Group D
2010,group,2010-06-14,ITA,PAR,1,1,62869,Benito Archundia,Mexico,"Cape Town Stadium, Cape Town",2010 FIFA World Cup Group F
2010,group,2010-06-14,JPN,CMR,1,0,30620,Olegário Benquerença,Portugal,"Free State Stadium, Bloemfontein",2010 FIFA World Cup Group E
2010,group,2010-06-14,NED,DEN,2,0,83465,Stéphane Lannoy,France,"Soccer City, Johannesburg",2010 FIFA World Cup Group E
2010,group,2010-06-15,BRA,PRK,2,1,54331,Viktor Kassai,Hungary,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup Group G
2010,group,2010-06-15,CIV,POR,0,0,37034,Jorge Larrionda,Uruguay,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup Group G
2010,group,2010-06-15,NZL,SVK,1,1,23871,Jerome Damon,South Africa,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup Group F
2010,group,2010-06-16,ESP,SUI,0,1,62453,Howard Webb,England,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup Group H
2010,group,2010-06-16,HON,CHI,0,1,32664,Eddy Maillet,Seychelles,"Mbombela Stadium, Nelspruit",2010 FIFA World Cup Group H
2010,group,2010-06-16,RSA,URU,0,3,42658,Massimo Busacca,Switzerland,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup Group A
2010,group,2010-06-17,ARG,KOR,4,1,82174,Frank De Bleeckere,Belgium,"Soccer City, Johannesburg",2010 FIFA World Cup Group B
2010,group,2010-06-17,FRA,MEX,0,2,35370,Khalil Al Ghamdi,Saudi Arabia,"Peter Mokaba Stadium, Polokwane",2010 FIFA World Cup Group A
2010,group,2010-06-17,GRE,NGA,2,1,31593,Óscar Ruiz,Colombia,"Free State Stadium, Bloemfontein",2010 FIFA World Cup Group B
2010,group,2010-06-18,ENG,ALG,0,0,64100,Ravshan Irmatov,Uzbekistan,"Cape Town Stadium, Cape Town",2010 FIFA World Cup Group C
2010,group,2010-06-18,GER,SRB,0,1,38294,Alberto Undiano Mallenco,Spain,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup Group D
2010,group,2010-06-18,SVN,USA,2,2,45573,Koman Coulibaly,Mali,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup Group C
2010,group,2010-06-19,CMR,DEN,1,2,38074,Jorge Larrionda,Uruguay,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup Group E
2010,group,2010-06-19,GHA,AUS,1,1,34812,Roberto Rosetti,Italy,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup Group D
2010,group,2010-06-19,NED,JPN,1,0,62010,Héctor Baldassi,Argentina,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup Group E
2010,group,2010-06-20,BRA,CIV,3,1,84455,Stéphane Lannoy,France,"Soccer City, Johannesburg",2010 FIFA World Cup Group G
2010,group,2010-06-20,ITA,NZL,1,1,38229,Carlos Batres,Guatemala,"Mbombela Stadium, Nelspruit",2010 FIFA World Cup Group F
2010,group,2010-06-20,SVK,PAR,0,2,26643,Eddy Maillet,Seychelles,"Free State Stadium, Bloemfontein",2010 FIFA World Cup Group F
2010,group,2010-06-21,CHI,SUI,1,0,34872,Khalil Al Ghamdi,Saudi Arabia,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup Group H
2010,group,2010-06-21,ESP,HON,2,0,54386,Yuichi Nishimura,Japan,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup Group H
2010,group,2010-06-21,POR,PRK,7,0,63644,Pablo Pozo,Chile,"Cape Town Stadium, Cape Town",2010 FIFA World Cup Group G
2010,group,2010-06-22,FRA,RSA,1,2,39415,Óscar Ruiz,Colombia,"Free State Stadium, Bloemfontein",2010 FIFA World Cup Group A
2010,group,2010-06-22,GRE,ARG,0,2,38891,Ravshan Irmatov,Uzbekistan,"Peter Mokaba Stadium, Polokwane",2010 FIFA World Cup Group B
2010,group,2010-06-22,MEX,URU,0,1,33425,Viktor Kassai,Hungary,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup Group A
2010,group,2010-06-22,NGA,KOR,2,2,61874,Olegário Benquerença,Portugal,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup Group B
2010,group,2010-06-23,AUS,SRB,2,1,37836,Jorge Larrionda,Uruguay,"Mbombela Stadium, Nelspruit",2010 FIFA World Cup Group D
2010,group,2010-06-23,GHA,GER,0,1,83391,Carlos Simon,Brazil,"Soccer City, Johannesburg",2010 FIFA World Cup Group D
2010,group,2010-06-23,SVN,ENG,0,1,36893,Wolfgang Stark,Germany,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup Group C
2010,group,2010-06-23,USA,ALG,1,0,35827,Frank De Bleeckere,Belgium,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup Group C
2010,group,2010-06-24,CMR,NED,1,2,63093,Pablo Pozo,Chile,"Cape Town Stadium, Cape Town",2010 FIFA World Cup Group E
2010,group,2010-06-24,DEN,JPN,1,3,27967,Jerome Damon,South Africa,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup Group E
2010,group,2010-06-24,PAR,NZL,0,0,34850,Yuichi Nishimura,Japan,"Peter Mokaba Stadium, Polokwane",2010 FIFA World Cup Group F
2010,group,2010-06-24,SVK,ITA,3,2,53412,Howard Webb,England,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup Group F
2010,group,2010-06-25,CHI,ESP,1,2,41958,Marco Rodríguez,Mexico,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup Group H
2010,group,2010-06-25,POR,BRA,0,0,62712,Benito Archundia,Mexico,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup Group G
2010,group,2010-06-25,PRK,CIV,0,3,34763,Alberto Undiano Mallenco,Spain,"Mbombela Stadium, Nelspruit",2010 FIFA World Cup Group G
2010,group,2010-06-25,SUI,HON,0,0,28042,Héctor Baldassi,Argentina,"Free State Stadium, Bloemfontein",2010 FIFA World Cup Group H
2010,round-of-16,2010-06-26,URU,KOR,2,1,30597,Wolfgang Stark,Germany,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-26,USA,GHA,1,2,34976,Viktor Kassai,Hungary,"Royal Bafokeng Stadium, Rustenburg",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-27,ARG,MEX,3,1,84377,Roberto Rosetti,Italy,"Soccer City, Johannesburg",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-27,GER,ENG,4,1,40510,Jorge Larrionda,Uruguay,"Free State Stadium, Bloemfontein",2010 FIFA World Cup knockout stage
